Code,Description,UID,#ISIC,PARENT #ISIC,Level No.,Level Description,Sections,Division,Group,Class,Used For Concordance ,"Matches to 
Concordance NACE","Matches to 
Concordance
(NAICS to ISIC)","Matches to 
Concordance
(ISIC to NAICS)","Matches to 
Concordance
(ISIC to NACE)","Not in
Concordance
(ISIC to NAICS)","Matches to 
Concordance
(ANZSIC)",Matched to NETVIEW,"Matches to 
Concordance
(ISIC to NACE)","Matches to 
Concordance
(ISIC to NAICS)","Matches to 
Concordance
(ISIC to ANZSIC)",
370,Sewerage,F1.0332,ISIC-370,ISIC-37,3,Group,E,37,370,0000,Yes,1,0,0,1,Yes,0,1,NACE-37.0,,,
3700,Sewerage,F1.0333,ISIC-3700,ISIC-370,4,Class,E,37,370,3700,Yes,1,4,4,1,,3,8,NACE-37.00,NAICS-221320;  NAICS-562219;  NAICS-562991;  NAICS-562998,ANZSIC-2812;  ANZSIC-2919;  ANZSIC-2921,
38,"Waste collection, treatment and disposal activities; materials recovery",F1.0334,ISIC-38,ISIC-E,2,Division,E,38,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-38,,,
381,Waste collection,F1.0335,ISIC-381,ISIC-38,3,Group,E,38,381,0000,Yes,1,0,0,1,Yes,0,1,NACE-38.1,,,
3811,Collection of non-hazardous waste,F1.0336,ISIC-3811,ISIC-381,4,Class,E,38,381,3811,Yes,1,2,2,1,,4,7,NACE-38.11,NAICS-562111;  NAICS-562119,ANZSIC-2911;  ANZSIC-2919;  ANZSIC-2921;  ANZSIC-2922,
3812,Collection of hazardous waste,F1.0337,ISIC-3812,ISIC-381,4,Class,E,38,381,3812,Yes,1,1,1,1,,4,6,NACE-38.12,NAICS-562112,ANZSIC-2911;  ANZSIC-2919;  ANZSIC-2921;  ANZSIC-2922,
382,Waste treatment and disposal,F1.0338,ISIC-382,ISIC-38,3,Group,E,38,382,0000,Yes,1,0,0,1,Yes,0,1,NACE-38.2,,,
3821,Treatment and disposal of non-hazardous waste,F1.0339,ISIC-3821,ISIC-382,4,Class,E,38,382,3821,Yes,1,3,3,1,,4,8,NACE-38.21,NAICS-562212;  NAICS-562213;  NAICS-562219,ANZSIC-1831;  ANZSIC-2619;  ANZSIC-2921;  ANZSIC-2922,
3822,Treatment and disposal of hazardous waste,F1.0340,ISIC-3822,ISIC-382,4,Class,E,38,382,3822,Yes,1,1,1,1,,2,4,NACE-38.22,NAICS-562211,ANZSIC-2921;  ANZSIC-2922,
383,Materials recovery,F1.0341,ISIC-383,ISIC-38,3,Group,E,38,383,0000,Yes,1,0,0,1,Yes,0,1,NACE-38.3,,,
3830,Materials recovery,F1.0342,ISIC-3830,ISIC-383,4,Class,E,38,383,3830,Yes,2,2,2,2,,2,6,NACE-38.31;  NACE-38.32,NAICS-488390;  NAICS-562920,ANZSIC-2391;  ANZSIC-2922,
39,Remediation activities and other waste management services,F1.0343,ISIC-39,ISIC-E,2,Division,E,39,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-39,,,
390,Remediation activities and other waste management services,F1.0344,ISIC-390,ISIC-39,3,Group,E,39,390,0000,Yes,1,0,0,1,Yes,0,1,NACE-39.0,,,
3900,Remediation activities and other waste management services,F1.0345,ISIC-3900,ISIC-390,4,Class,E,39,390,3900,Yes,1,1,1,1,,1,3,NACE-39.00,NAICS-562910,ANZSIC-2922,
F,Construction,F1.0346,ISIC-F,ISIC,1,Sections,F,00,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-F,,,
41,Construction of buildings,F1.0347,ISIC-41,ISIC-F,2,Division,F,41,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-41,,,
410,Construction of buildings,F1.0348,ISIC-410,ISIC-41,3,Group,F,41,410,0000,Yes,2,0,0,2,Yes,0,2,NACE-41.1;  NACE-41.2,,,
4100,Construction of buildings,F1.0349,ISIC-4100,ISIC-410,4,Class,F,41,410,4100,Yes,2,6,6,2,,3,11,NACE-41.10;  NACE-41.20,NAICS-236115;  NAICS-236116;  NAICS-236117;  NAICS-236118;  NAICS-236210;  NAICS-236220,ANZSIC-3011;  ANZSIC-3019;  ANZSIC-3020,
42,Civil engineering,F1.0350,ISIC-42,ISIC-F,2,Division,F,42,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-42,,,
421,Construction of roads and railways,F1.0351,ISIC-421,ISIC-42,3,Group,F,42,421,0000,Yes,1,0,0,1,Yes,0,1,NACE-42.1,,,
4210,Construction of roads and railways,F1.0352,ISIC-4210,ISIC-421,4,Class,F,42,421,4210,Yes,3,3,3,3,,3,9,NACE-42.11;  NACE-42.12;  NACE-42.13,NAICS-237310;  NAICS-237990;  NAICS-238990,ANZSIC-3101;  ANZSIC-3109;  ANZSIC-3299,
422,Construction of utility projects,F1.0353,ISIC-422,ISIC-42,3,Group,F,42,422,0000,Yes,1,0,0,1,Yes,0,1,NACE-42.2,,,
4220,Construction of utility projects,F1.0354,ISIC-4220,ISIC-422,4,Class,F,42,422,4220,Yes,2,4,4,2,,1,7,NACE-42.21;  NACE-42.22,NAICS-237110;  NAICS-237120;  NAICS-237130;  NAICS-237990,ANZSIC-3109,
429,Construction of other civil engineering projects,F1.0355,ISIC-429,ISIC-42,3,Group,F,42,429,0000,Yes,1,0,0,1,Yes,0,1,NACE-42.9,,,
4290,Construction of other civil engineering projects,F1.0356,ISIC-4290,ISIC-429,4,Class,F,42,429,4290,Yes,2,5,5,2,,3,10,NACE-42.91;  NACE-42.99,NAICS-236210;  NAICS-236220;  NAICS-237120;  NAICS-237210;  NAICS-237990,ANZSIC-3101;  ANZSIC-3109;  ANZSIC-3211,
43,Specialized construction activities,F1.0357,ISIC-43,ISIC-F,2,Division,F,43,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-43,,,
431,Demolition and site preparation,F1.0358,ISIC-431,ISIC-43,3,Group,F,43,431,0000,Yes,1,0,0,1,Yes,0,1,NACE-43.1,,,
4311,Demolition,F1.0359,ISIC-4311,ISIC-431,4,Class,F,43,431,4311,Yes,1,1,1,1,,1,3,NACE-43.11,NAICS-238910,ANZSIC-3212,
4312,Site preparation,F1.0360,ISIC-4312,ISIC-431,4,Class,F,43,431,4312,Yes,2,5,5,2,,2,9,NACE-43.12;  NACE-43.13,NAICS-213113;  NAICS-213114;  NAICS-213115;  NAICS-237990;  NAICS-238910,ANZSIC-3212;  ANZSIC-3292,
432,"Electrical, plumbing and other construction installation activities",F1.0361,ISIC-432,ISIC-43,3,Group,F,43,432,0000,Yes,1,0,0,1,Yes,0,1,NACE-43.2,,,
4321,Electrical installation,F1.0362,ISIC-4321,ISIC-432,4,Class,F,43,432,4321,Yes,1,3,3,1,,2,6,NACE-43.21,NAICS-237310;  NAICS-238210;  NAICS-238290,ANZSIC-3232;  ANZSIC-3234,
4322,"Plumbing, heat and air-conditioning installation",F1.0363,ISIC-4322,ISIC-432,4,Class,F,43,432,4322,Yes,1,1,1,1,,4,6,NACE-43.22,NAICS-238220,ANZSIC-3231;  ANZSIC-3233;  ANZSIC-3234;  ANZSIC-3291,
4329,Other construction installation,F1.0364,ISIC-4329,ISIC-432,4,Class,F,43,432,4329,Yes,1,2,2,1,,4,7,NACE-43.29,NAICS-238290;  NAICS-238310,ANZSIC-3232;  ANZSIC-3239;  ANZSIC-3299;  ANZSIC-9429,
433,Building completion and finishing,F1.0365,ISIC-433,ISIC-43,3,Group,F,43,433,0000,Yes,1,0,0,1,Yes,0,1,NACE-43.3,,,
4330,Building completion and finishing,F1.0366,ISIC-4330,ISIC-433,4,Class,F,43,433,4330,Yes,5,8,8,5,,11,24,NACE-43.31;  NACE-43.32;  NACE-43.33;  NACE-43.34;  NACE-43.39,NAICS-238140;  NAICS-238150;  NAICS-238310;  NAICS-238320;  NAICS-238330;  NAICS-238340;  NAICS-238350;  NAICS-238390,ANZSIC-1492;  ANZSIC-1913;  ANZSIC-3239;  ANZSIC-3241;  ANZSIC-3242;  ANZSIC-3243;  ANZSIC-3244;  ANZSIC-3245;  ANZSIC-3291;  ANZSIC-3299;  ANZSIC-7311,
439,Other specialized construction activities,F1.0367,ISIC-439,ISIC-43,3,Group,F,43,439,0000,Yes,1,0,0,1,Yes,0,1,NACE-43.9,,,
4390,Other specialized construction activities,F1.0368,ISIC-4390,ISIC-439,4,Class,F,43,439,4390,Yes,2,14,14,2,,9,25,NACE-43.91;  NACE-43.99,NAICS-236210;  NAICS-238110;  NAICS-238120;  NAICS-238130;  NAICS-238140;  NAICS-238160;  NAICS-238170;  NAICS-238190;  NAICS-238220;  NAICS-238310;  NAICS-238390;  NAICS-238910;  NAICS-238990;  NAICS-561790,ANZSIC-3109;  ANZSIC-3221;  ANZSIC-3222;  ANZSIC-3223;  ANZSIC-3224;  ANZSIC-3239;  ANZSIC-3291;  ANZSIC-3292;  ANZSIC-3299,
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,F1.0369,ISIC-G,ISIC,1,Sections,G,00,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-G,,,
45,Wholesale and retail trade and repair of motor vehicles and motorcycles,F1.0370,ISIC-45,ISIC-G,2,Division,G,45,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-45,,,
451,Sale of motor vehicles,F1.0371,ISIC-451,ISIC-45,3,Group,G,45,451,0000,Yes,1,0,0,1,Yes,0,1,NACE-45.1,,,
4510,Sale of motor vehicles,F1.0372,ISIC-4510,ISIC-451,4,Class,G,45,451,4510,Yes,2,8,8,2,,8,18,NACE-45.11;  NACE-45.19,NAICS-423110;  NAICS-423910;  NAICS-425110;  NAICS-425120;  NAICS-441110;  NAICS-441120;  NAICS-441210;  NAICS-441228,ANZSIC-3501;  ANZSIC-3502;  ANZSIC-3503;  ANZSIC-3800;  ANZSIC-3911;  ANZSIC-3913;  ANZSIC-4245;  ANZSIC-4320,
452,Maintenance and repair of motor vehicles,F1.0373,ISIC-452,ISIC-45,3,Group,G,45,452,0000,Yes,1,0,0,1,Yes,0,1,NACE-45.2,,,
4520,Maintenance and repair of motor vehicles,F1.0374,ISIC-4520,ISIC-452,4,Class,G,45,452,4520,Yes,1,10,10,1,,4,15,NACE-45.20,NAICS-811111;  NAICS-811112;  NAICS-811113;  NAICS-811118;  NAICS-811121;  NAICS-811122;  NAICS-811191;  NAICS-811192;  NAICS-811198;  NAICS-811310,ANZSIC-9411;  ANZSIC-9412;  ANZSIC-9419;  ANZSIC-9429,
453,Sale of motor vehicle parts and accessories,F1.0375,ISIC-453,ISIC-45,3,Group,G,45,453,0000,Yes,1,0,0,1,Yes,0,1,NACE-45.3,,,
4530,Sale of motor vehicle parts and accessories,F1.0376,ISIC-4530,ISIC-453,4,Class,G,45,453,4530,Yes,2,11,11,2,,5,18,NACE-45.31;  NACE-45.32,NAICS-423110;  NAICS-423120;  NAICS-423130;  NAICS-423140;  NAICS-423730;  NAICS-425110;  NAICS-425120;  NAICS-441210;  NAICS-441310;  NAICS-441320;  NAICS-452319,ANZSIC-3504;  ANZSIC-3505;  ANZSIC-3921;  ANZSIC-3922;  ANZSIC-4320,
454,"Sale, maintenance and repair of motorcycles and related parts and accessories",F1.0377,ISIC-454,ISIC-45,3,Group,G,45,454,0000,Yes,1,0,0,1,Yes,0,1,NACE-45.4,,,
4540,"Sale, maintenance and repair of motorcycles and related parts and accessories",F1.0378,ISIC-4540,ISIC-454,4,Class,G,45,454,4540,Yes,1,9,9,1,,10,20,NACE-45.40,NAICS-423110;  NAICS-423120;  NAICS-423130;  NAICS-423140;  NAICS-425110;  NAICS-425120;  NAICS-441228;  NAICS-441320;  NAICS-811490,ANZSIC-3503;  ANZSIC-3504;  ANZSIC-3505;  ANZSIC-3912;  ANZSIC-3921;  ANZSIC-3922;  ANZSIC-4320;  ANZSIC-9411;  ANZSIC-9412;  ANZSIC-9419,
46,"Wholesale trade, except of motor vehicles and motorcycles",F1.0379,ISIC-46,ISIC-G,2,Division,G,46,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-46,,,
461,Wholesale on a fee or contract basis,F1.0380,ISIC-461,ISIC-46,3,Group,G,46,461,0000,Yes,1,0,0,1,Yes,0,1,NACE-46.1,,,
4610,Wholesale on a fee or contract basis,F1.0381,ISIC-4610,ISIC-461,4,Class,G,46,461,4610,Yes,9,2,2,9,,1,12,NACE-46.11;  NACE-46.12;  NACE-46.13;  NACE-46.14;  NACE-46.15;  NACE-46.16;  NACE-46.17;  NACE-46.18;  NACE-46.19,NAICS-425110;  NAICS-425120,ANZSIC-3800,
462,Wholesale of agricultural raw materials and live animals,F1.0382,ISIC-462,ISIC-46,3,Group,G,46,462,0000,Yes,1,0,0,1,Yes,0,1,NACE-46.2,,,
4620,Wholesale of agricultural raw materials and live animals,F1.0383,ISIC-4620,ISIC-462,4,Class,G,46,462,4620,Yes,4,7,7,4,,5,16,NACE-46.21;  NACE-46.22;  NACE-46.23;  NACE-46.24,NAICS-424440;  NAICS-424510;  NAICS-424520;  NAICS-424590;  NAICS-424910;  NAICS-424930;  NAICS-424990,ANZSIC-3311;  ANZSIC-3312;  ANZSIC-3319;  ANZSIC-3606;  ANZSIC-3739,
463,"Wholesale of food, beverages and tobacco",F1.0384,ISIC-463,ISIC-46,3,Group,G,46,463,0000,Yes,1,0,0,1,Yes,0,1,NACE-46.3,,,
4630,"Wholesale of food, beverages and tobacco",F1.0385,ISIC-4630,ISIC-463,4,Class,G,46,463,4630,Yes,9,14,14,9,,9,32,NACE-46.31;  NACE-46.32;  NACE-46.33;  NACE-46.34;  NACE-46.35;  NACE-46.36;  NACE-46.37;  NACE-46.38;  NACE-46.39,NAICS-424410;  NAICS-424420;  NAICS-424430;  NAICS-424440;  NAICS-424450;  NAICS-424460;  NAICS-424470;  NAICS-424480;  NAICS-424490;  NAICS-424590;  NAICS-424810;  NAICS-424820;  NAICS-424940;  NAICS-424990,ANZSIC-3319;  ANZSIC-3601;  ANZSIC-3602;  ANZSIC-3603;  ANZSIC-3604;  ANZSIC-3605;  ANZSIC-3606;  ANZSIC-3609;  ANZSIC-3739,
464,Wholesale of household goods,F1.0386,ISIC-464,ISIC-46,3,Group,G,46,464,0000,Yes,1,0,0,1,Yes,0,1,NACE-46.4,,,
4641,"Wholesale of textiles, clothing and footwear",F1.0387,ISIC-4641,ISIC-464,4,Class,G,46,464,4641,Yes,2,6,6,2,,3,11,NACE-46.41;  NACE-46.42,NAICS-423220;  NAICS-424310;  NAICS-424320;  NAICS-424330;  NAICS-424340;  NAICS-424990,ANZSIC-3711;  ANZSIC-3712;  ANZSIC-3739,
4649,Wholesale of other household goods,F1.0388,ISIC-4649,ISIC-464,4,Class,G,46,464,4649,Yes,7,19,19,7,,11,37,NACE-46.43;  NACE-46.44;  NACE-46.45;  NACE-46.46;  NACE-46.47;  NACE-46.48;  NACE-46.49,NAICS-423210;  NAICS-423220;  NAICS-423310;  NAICS-423410;  NAICS-423450;  NAICS-423460;  NAICS-423610;  NAICS-423620;  NAICS-423850;  NAICS-423910;  NAICS-423920;  NAICS-423940;  NAICS-423990;  NAICS-424120;  NAICS-424130;  NAICS-424210;  NAICS-424690;  NAICS-424920;  NAICS-424990,ANZSIC-3492;  ANZSIC-3494;  ANZSIC-3499;  ANZSIC-3720;  ANZSIC-3731;  ANZSIC-3732;  ANZSIC-3733;  ANZSIC-3734;  ANZSIC-3735;  ANZSIC-3736;  ANZSIC-3739,
465,"Wholesale of machinery, equipment and supplies",F1.0389,ISIC-465,ISIC-46,3,Group,G,46,465,0000,Yes,1,0,0,1,Yes,0,1,NACE-46.5,,,
4651,"Wholesale of computers, computer peripheral equipment and software",F1.0390,ISIC-4651,ISIC-465,4,Class,G,46,465,4651,Yes,1,1,1,1,,1,3,NACE-46.51,NAICS-423430,ANZSIC-3492,
4652,Wholesale of electronic and telecommunications equipment and parts,F1.0391,ISIC-4652,ISIC-465,4,Class,G,46,465,4652,Yes,1,2,2,1,,3,6,NACE-46.52,NAICS-423610;  NAICS-423690,ANZSIC-3492;  ANZSIC-3493;  ANZSIC-3494,
4653,"Wholesale of agricultural machinery, equipment and supplies",F1.0392,ISIC-4653,ISIC-465,4,Class,G,46,465,4653,Yes,1,1,1,1,,1,3,NACE-46.61,NAICS-423820,ANZSIC-3411,
4659,Wholesale of other machinery and equipment,F1.0393,ISIC-4659,ISIC-465,4,Class,G,46,465,4659,Yes,6,17,17,6,,7,30,NACE-46.62;  NACE-46.63;  NACE-46.64;  NACE-46.65;  NACE-46.66;  NACE-46.69,NAICS-423120;  NAICS-423210;  NAICS-423410;  NAICS-423420;  NAICS-423440;  NAICS-423450;  NAICS-423490;  NAICS-423610;  NAICS-423690;  NAICS-423720;  NAICS-423740;  NAICS-423810;  NAICS-423830;  NAICS-423840;  NAICS-423850;  NAICS-423860;  NAICS-423990,ANZSIC-3411;  ANZSIC-3419;  ANZSIC-3491;  ANZSIC-3494;  ANZSIC-3499;  ANZSIC-3731;  ANZSIC-3739,
466,Other specialized wholesale,F1.0394,ISIC-466,ISIC-46,3,Group,G,46,466,0000,Yes,2,0,0,2,Yes,0,2,NACE-46.6;  NACE-46.7,,,
4661,"Wholesale of solid, liquid and gaseous fuels and related products",F1.0395,ISIC-4661,ISIC-466,4,Class,G,46,466,4661,Yes,1,5,5,1,,4,10,NACE-46.71,NAICS-423520;  NAICS-423990;  NAICS-424710;  NAICS-424720;  NAICS-424990,ANZSIC-3321;  ANZSIC-3322;  ANZSIC-3339;  ANZSIC-3739,
4662,Wholesale of metals and metal ores,F1.0396,ISIC-4662,ISIC-466,4,Class,G,46,466,4662,Yes,1,2,2,1,,2,5,NACE-46.72,NAICS-423510;  NAICS-423520,ANZSIC-3322;  ANZSIC-3339,
4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",F1.0397,ISIC-4663,ISIC-466,4,Class,G,46,466,4663,Yes,2,14,14,2,,5,21,NACE-46.73;  NACE-46.74,NAICS-423120;  NAICS-423220;  NAICS-423310;  NAICS-423320;  NAICS-423330;  NAICS-423390;  NAICS-423710;  NAICS-423720;  NAICS-423730;  NAICS-423830;  NAICS-423910;  NAICS-423990;  NAICS-424690;  NAICS-424950,ANZSIC-3331;  ANZSIC-3332;  ANZSIC-3339;  ANZSIC-3731;  ANZSIC-3739,
4669,Wholesale of waste and scrap and other products n.e.c.,F1.0398,ISIC-4669,ISIC-466,4,Class,G,46,466,4669,Yes,3,11,11,3,,9,23,NACE-46.75;  NACE-46.76;  NACE-46.77,NAICS-423840;  NAICS-423930;  NAICS-423940;  NAICS-424110;  NAICS-424130;  NAICS-424490;  NAICS-424610;  NAICS-424690;  NAICS-424910;  NAICS-424950;  NAICS-424990,ANZSIC-3322;  ANZSIC-3323;  ANZSIC-3331;  ANZSIC-3339;  ANZSIC-3505;  ANZSIC-3711;  ANZSIC-3732;  ANZSIC-3736;  ANZSIC-3739,
469,Non-specialized wholesale trade,F1.0399,ISIC-469,ISIC-46,3,Group,G,46,469,0000,Yes,1,0,0,1,Yes,0,1,NACE-46.9,,,
4690,Non-specialized wholesale trade,F1.0400,ISIC-4690,ISIC-469,4,Class,G,46,469,4690,Yes,1,2,2,1,,1,4,NACE-46.90,NAICS-423990;  NAICS-424990,ANZSIC-3739,
47,"Retail trade, except of motor vehicles and motorcycles",F1.0401,ISIC-47,ISIC-G,2,Division,G,47,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-47,,,
471,Retail sale in non-specialized stores,F1.0402,ISIC-471,ISIC-47,3,Group,G,47,471,0000,Yes,1,0,0,1,Yes,0,1,NACE-47.1,,,
4711,"Retail sale in non-specialized stores with food, beverages or tobacco predominating",F1.0403,ISIC-4711,ISIC-471,4,Class,G,47,471,4711,Yes,1,4,4,1,,2,7,NACE-47.11,NAICS-445110;  NAICS-445120;  NAICS-447110;  NAICS-452311,ANZSIC-4110;  ANZSIC-4279,
4719,Other retail sale in non-specialized stores,F1.0404,ISIC-4719,ISIC-471,4,Class,G,47,471,4719,Yes,1,3,3,1,,2,6,NACE-47.19,NAICS-452210;  NAICS-452311;  NAICS-452319,ANZSIC-4260;  ANZSIC-4279,
472,"Retail sale of food, beverages and tobacco in specialized stores",F1.0405,ISIC-472,ISIC-47,3,Group,G,47,472,0000,Yes,1,0,0,1,Yes,0,1,NACE-47.2,,,
4721,Retail sale of food in specialized stores,F1.0406,ISIC-4721,ISIC-472,4,Class,G,47,472,4721,Yes,5,7,7,5,,5,17,NACE-47.21;  NACE-47.22;  NACE-47.23;  NACE-47.24;  NACE-47.29,NAICS-445210;  NAICS-445220;  NAICS-445230;  NAICS-445291;  NAICS-445292;  NAICS-445299;  NAICS-446191,ANZSIC-4121;  ANZSIC-4122;  ANZSIC-4129;  ANZSIC-4279;  ANZSIC-4320,
4722,Retail sale of beverages in specialized stores,F1.0407,ISIC-4722,ISIC-472,4,Class,G,47,472,4722,Yes,1,2,2,1,,4,7,NACE-47.25,NAICS-445299;  NAICS-445310,ANZSIC-4123;  ANZSIC-4129;  ANZSIC-4279;  ANZSIC-4320,
4723,Retail sale of tobacco products in specialized stores,F1.0408,ISIC-4723,ISIC-472,4,Class,G,47,472,4723,Yes,1,1,1,1,,2,4,NACE-47.26,NAICS-453991,ANZSIC-4279;  ANZSIC-4320,
473,Retail sale of automotive fuel in specialized stores,F1.0409,ISIC-473,ISIC-47,3,Group,G,47,473,0000,Yes,1,0,0,1,Yes,0,1,NACE-47.3,,,
4730,Retail sale of automotive fuel in specialized stores,F1.0410,ISIC-4730,ISIC-473,4,Class,G,47,473,4730,Yes,1,2,2,1,,2,5,NACE-47.30,NAICS-447110;  NAICS-447190,ANZSIC-4000;  ANZSIC-4320,
474,Retail sale of information and communications equipment in specialized stores,F1.0411,ISIC-474,ISIC-47,3,Group,G,47,474,0000,Yes,1,0,0,1,Yes,0,1,NACE-47.4,,,
4741,"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores",F1.0412,ISIC-4741,ISIC-474,4,Class,G,47,474,4741,Yes,2,1,1,2,,6,9,NACE-47.41;  NACE-47.42,NAICS-443142,ANZSIC-4221;  ANZSIC-4222;  ANZSIC-4242;  ANZSIC-4245;  ANZSIC-4279;  ANZSIC-4320,
4742,Retail sale of audio and video equipment in specialized stores,F1.0413,ISIC-4742,ISIC-474,4,Class,G,47,474,4742,Yes,1,2,2,1,,3,6,NACE-47.43,NAICS-441310;  NAICS-443142,ANZSIC-4221;  ANZSIC-4279;  ANZSIC-4320,
475,Retail sale of other household equipment in specialized stores,F1.0414,ISIC-475,ISIC-47,3,Group,G,47,475,0000,Yes,1,0,0,1,Yes,0,1,NACE-47.5,,,
4751,Retail sale of textiles in specialized stores,F1.0415,ISIC-4751,ISIC-475,4,Class,G,47,475,4751,Yes,1,1,1,1,,3,5,NACE-47.51,NAICS-451130,ANZSIC-4214;  ANZSIC-4279;  ANZSIC-4320,
4752,"Retail sale of hardware, paints and glass in specialized stores",F1.0416,ISIC-4752,ISIC-475,4,Class,G,47,475,4752,Yes,1,6,6,1,,5,12,NACE-47.52,NAICS-444110;  NAICS-444120;  NAICS-444130;  NAICS-444190;  NAICS-444210;  NAICS-453998,ANZSIC-4212;  ANZSIC-4231;  ANZSIC-4232;  ANZSIC-4279;  ANZSIC-4320,
4753,"Retail sale of carpets, rugs, wall and floor coverings in specialized stores",F1.0417,ISIC-4753,ISIC-475,4,Class,G,47,475,4753,Yes,1,3,3,1,,5,9,NACE-47.53,NAICS-442210;  NAICS-442291;  NAICS-444120,ANZSIC-4212;  ANZSIC-4214;  ANZSIC-4231;  ANZSIC-4279;  ANZSIC-4320,
4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",F1.0418,ISIC-4759,ISIC-475,4,Class,G,47,475,4759,Yes,2,6,6,2,,10,18,NACE-47.54;  NACE-47.59,NAICS-442110;  NAICS-442299;  NAICS-443141;  NAICS-444190;  NAICS-451140;  NAICS-453998,ANZSIC-4211;  ANZSIC-4213;  ANZSIC-4214;  ANZSIC-4221;  ANZSIC-4229;  ANZSIC-4231;  ANZSIC-4232;  ANZSIC-4242;  ANZSIC-4279;  ANZSIC-4320,
476,Retail sale of cultural and recreation goods in specialized stores,F1.0419,ISIC-476,ISIC-47,3,Group,G,47,476,0000,Yes,1,0,0,1,Yes,0,1,NACE-47.6,,,
4761,"Retail sale of books, newspapers and stationary in specialized stores",F1.0420,ISIC-4761,ISIC-476,4,Class,G,47,476,4761,Yes,2,3,3,2,,4,9,NACE-47.61;  NACE-47.62,NAICS-451211;  NAICS-451212;  NAICS-453210,ANZSIC-4244;  ANZSIC-4272;  ANZSIC-4279;  ANZSIC-4320,
4762,Retail sale of music and video recordings in specialized stores,F1.0421,ISIC-4762,ISIC-476,4,Class,G,47,476,4762,Yes,1,1,1,1,,3,5,NACE-47.63,NAICS-443142,ANZSIC-4242;  ANZSIC-4279;  ANZSIC-4320,
4763,Retail sale of sporting equipment in specialized stores,F1.0422,ISIC-4763,ISIC-476,4,Class,G,47,476,4763,Yes,1,2,2,1,,4,7,NACE-47.64,NAICS-441222;  NAICS-451110,ANZSIC-4241;  ANZSIC-4245;  ANZSIC-4279;  ANZSIC-4320,
4764,Retail sale of games and toys in specialized stores,F1.0423,ISIC-4764,ISIC-476,4,Class,G,47,476,4764,Yes,1,1,1,1,,3,5,NACE-47.65,NAICS-451120,ANZSIC-4243;  ANZSIC-4279;  ANZSIC-4320,
477,Retail sale of other goods in specialized stores,F1.0424,ISIC-477,ISIC-47,3,Group,G,47,477,0000,Yes,1,0,0,1,Yes,0,1,NACE-47.7,,,
4771,"Retail sale of clothing, footwear and leather articles in specialized stores",F1.0425,ISIC-4771,ISIC-477,4,Class,G,47,477,4771,Yes,2,8,8,2,,6,16,NACE-47.71;  NACE-47.72,NAICS-448110;  NAICS-448120;  NAICS-448130;  NAICS-448140;  NAICS-448150;  NAICS-448190;  NAICS-448210;  NAICS-448320,ANZSIC-4241;  ANZSIC-4251;  ANZSIC-4252;  ANZSIC-4259;  ANZSIC-4279;  ANZSIC-4320,
4772,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores",F1.0426,ISIC-4772,ISIC-477,4,Class,G,47,477,4772,Yes,3,3,3,3,,2,8,NACE-47.73;  NACE-47.74;  NACE-47.75,NAICS-446110;  NAICS-446120;  NAICS-446199,ANZSIC-4271;  ANZSIC-4320,
4773,Other retail sale of new goods in specialized stores,F1.0427,ISIC-4773,ISIC-477,4,Class,G,47,477,4773,Yes,3,13,13,3,,18,34,NACE-47.76;  NACE-47.77;  NACE-47.78,NAICS-441228;  NAICS-442299;  NAICS-443142;  NAICS-444220;  NAICS-446130;  NAICS-448150;  NAICS-448310;  NAICS-453110;  NAICS-453220;  NAICS-453910;  NAICS-453920;  NAICS-453930;  NAICS-453998,ANZSIC-4000;  ANZSIC-4212;  ANZSIC-4213;  ANZSIC-4214;  ANZSIC-4221;  ANZSIC-4229;  ANZSIC-4231;  ANZSIC-4232;  ANZSIC-4241;  ANZSIC-4242;  ANZSIC-4243;  ANZSIC-4245;  ANZSIC-4253;  ANZSIC-4259;  ANZSIC-4272;  ANZSIC-4274;  ANZSIC-4279;  ANZSIC-4320,
4774,Retail sale of second-hand goods,F1.0428,ISIC-4774,ISIC-477,4,Class,G,47,477,4774,Yes,1,2,2,1,,3,6,NACE-47.79,NAICS-453310;  NAICS-453998,ANZSIC-3800;  ANZSIC-4273;  ANZSIC-4320,
478,Retail sale via stalls and markets,F1.0429,ISIC-478,ISIC-47,3,Group,G,47,478,0000,Yes,1,0,0,1,Yes,0,1,NACE-47.8,,,
